Country,Continent,ISO_Code,Level,GDLCODE,Region,"1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Iceland","Europe","ISL","National","ISLt","Total",0.047,0.053,0.054,0.047,0.047,0.042,0.042,0.049,0.046,0.045,0.042,0.045,0.050,0.050,0.050,0.044,0.051,0.051,0.045,0.047,0.037,0.050,0.047,0.048,0.052,0.053,0.045,0.049,0.054,0.045,0.052,0.044,0.051
"India","Asia/Pacific","IND","National","INDt","Total",0.061,0.054,0.046,0.056,0.055,0.055,0.055,0.053,0.057,0.050,0.051,0.050,0.048,0.053,0.053,0.052,0.050,0.060,0.056,0.051,0.062,0.056,0.051,0.056,0.050,0.054,0.054,0.057,0.051,0.057,0.058,0.055,0.055
"Indonesia","Asia/Pacific","IDN","National","IDNt","Total",0.086,0.084,0.094,0.089,0.087,0.108,0.098,0.067,0.108,0.099,0.099,0.095,0.080,0.089,0.083,0.090,0.084,0.096,0.099,0.084,0.117,0.091,0.094,0.107,0.089,0.081,0.111,0.106,0.091,0.079,0.105,0.103,0.106
"Iran","Asia/Pacific","IRN","National","IRNt","Total",0.011,0.016,0.017,0.017,0.017,0.013,0.017,0.015,0.014,0.013,0.013,0.012,0.015,0.015,0.016,0.014,0.015,0.015,0.010,0.015,0.011,0.016,0.015,0.014,0.013,0.015,0.014,0.012,0.016,0.019,0.017,0.010,0.011
"Iraq","Asia/Pacific","IRQ","National","IRQt","Total",0.006,0.011,0.011,0.012,0.012,0.007,0.011,0.010,0.007,0.006,0.007,0.008,0.010,0.009,0.009,0.008,0.012,0.007,0.006,0.007,0.007,0.008,0.008,0.011,0.009,0.011,0.009,0.006,0.015,0.013,0.010,0.004,0.006
"Ireland","Europe","IRL","National","IRLt","Total",0.033,0.031,0.034,0.036,0.038,0.032,0.033,0.035,0.040,0.036,0.038,0.029,0.041,0.030,0.032,0.032,0.036,0.034,0.038,0.042,0.029,0.035,0.037,0.032,0.038,0.039,0.033,0.034,0.033,0.037,0.040,0.035,0.035
"Isle of Man","Europe","IMN","National","IMNt","Total",0.034,0.030,0.033,0.035,0.037,0.030,0.032,0.033,0.040,0.037,0.042,0.030,0.041,0.030,0.034,0.034,0.040,0.032,0.039,0.038,0.032,0.035,0.042,0.034,0.041,0.038,0.033,0.040,0.038,0.038,0.039,0.037,0.036
"Israel","Asia/Pacific","ISR","National","ISRt","Total",0.006,0.011,0.011,0.006,0.011,0.006,0.008,0.009,0.007,0.004,0.007,0.006,0.009,0.009,0.007,0.006,0.007,0.007,0.006,0.007,0.006,0.008,0.009,0.008,0.006,0.008,0.007,0.004,0.010,0.010,0.010,0.006,0.006
"Italy","Europe","ITA","National","ITAt","Total",0.031,0.031,0.032,0.031,0.030,0.032,0.040,0.030,0.030,0.035,0.034,0.029,0.039,0.030,0.036,0.033,0.029,0.029,0.039,0.039,0.045,0.030,0.035,0.041,0.043,0.032,0.037,0.030,0.041,0.040,0.034,0.034,0.028
"Jamaica","America","JAM","National","JAMt","Total",0.039,0.028,0.029,0.040,0.033,0.035,0.037,0.028,0.035,0.040,0.030,0.033,0.040,0.037,0.037,0.051,0.035,0.048,0.038,0.033,0.048,0.042,0.036,0.032,0.030,0.026,0.036,0.045,0.033,0.032,0.038,0.031,0.034
"Japan","Asia/Pacific","JPN","National","JPNt","Total",0.064,0.068,0.057,0.073,0.047,0.056,0.055,0.059,0.070,0.061,0.060,0.058,0.056,0.065,0.069,0.051,0.063,0.053,0.055,0.060,0.067,0.066,0.062,0.060,0.062,0.066,0.066,0.061,0.066,0.061,0.068,0.069,0.058
"Jersey","Europe","JEY","National","JEYt","Total",0.032,0.028,0.033,0.037,0.040,0.033,0.029,0.030,0.037,0.039,0.043,0.037,0.038,0.028,0.033,0.029,0.032,0.033,0.036,0.035,0.032,0.029,0.040,0.034,0.040,0.033,0.034,0.033,0.030,0.040,0.042,0.034,0.036
"Jordan","Asia/Pacific","JOR","National","JORt","Total",0.004,0.007,0.007,0.004,0.007,0.003,0.004,0.006,0.004,0.002,0.005,0.004,0.007,0.006,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.004,0.005,0.005,0.003,0.007,0.005,0.006,0.003,0.004
"Kazakhstan","Asia/Pacific","KAZ","National","KAZt","Total",0.014,0.010,0.012,0.014,0.013,0.010,0.011,0.011,0.012,0.013,0.012,0.012,0.014,0.013,0.013,0.010,0.012,0.011,0.010,0.012,0.011,0.011,0.010,0.012,0.011,0.013,0.014,0.010,0.012,0.011,0.010,0.010,0.011
"Kenya","Africa","KEN","National","KENt","Total",0.042,0.036,0.033,0.031,0.040,0.035,0.031,0.046,0.040,0.029,0.024,0.034,0.035,0.030,0.033,0.028,0.042,0.032,0.030,0.026,0.036,0.036,0.036,0.036,0.031,0.037,0.029,0.028,0.040,0.042,0.044,0.028,0.025
"Kiribati","Asia/Pacific","KIR","National","KIRt","Total",0.059,0.058,0.085,0.067,0.042,0.027,0.022,0.088,0.037,0.018,0.023,0.040,0.075,0.054,0.048,0.043,0.045,0.040,0.030,0.053,0.055,0.029,0.042,0.033,0.046,0.092,0.066,0.027,0.025,0.070,0.032,0.026,0.017
"Kosovo","Europe","XKO","National","XKOt","Total",0.020,0.025,0.023,0.023,0.023,0.033,0.032,0.025,0.028,0.032,0.020,0.029,0.029,0.026,0.033,0.033,0.028,0.028,0.023,0.034,0.033,0.020,0.025,0.027,0.034,0.027,0.033,0.028,0.034,0.027,0.030,0.034,0.029
"Kuwait","Asia/Pacific","KWT","National","KWTt","Total",0.002,0.005,0.004,0.005,0.003,0.005,0.008,0.009,0.004,0.006,0.005,0.003,0.004,0.004,0.006,0.006,0.003,0.004,0.002,0.004,0.001,0.003,0.004,0.006,0.004,0.004,0.002,0.002,0.009,0.004,0.004,0.002,0.004
"Kyrgyzstan","Asia/Pacific","KGZ","National","KGZt","Total",0.032,0.031,0.034,0.038,0.034,0.031,0.033,0.028,0.039,0.038,0.034,0.034,0.037,0.037,0.032,0.031,0.031,0.031,0.030,0.034,0.036,0.034,0.027,0.030,0.029,0.033,0.039,0.031,0.033,0.031,0.031,0.029,0.034
"Lao","Asia/Pacific","LAO","National","LAOt","Total",0.071,0.064,0.062,0.059,0.076,0.067,0.069,0.067,0.053,0.064,0.068,0.067,0.073,0.058,0.062,0.065,0.064,0.064,0.069,0.063,0.063,0.071,0.062,0.069,0.061,0.062,0.063,0.070,0.075,0.052,0.058,0.062,0.069
"Latvia","Europe","LVA","National","LVAt","Total",0.031,0.025,0.022,0.026,0.025,0.024,0.020,0.026,0.030,0.023,0.023,0.027,0.023,0.023,0.025,0.022,0.020,0.026,0.027,0.027,0.028,0.023,0.030,0.022,0.025,0.022,0.027,0.029,0.018,0.025,0.024,0.026,0.025
"Lebanon","Asia/Pacific","LBN","National","LBNt","Total",0.014,0.023,0.026,0.017,0.028,0.015,0.020,0.021,0.019,0.013,0.020,0.017,0.024,0.030,0.022,0.021,0.019,0.020,0.015,0.024,0.014,0.023,0.029,0.020,0.015,0.020,0.020,0.015,0.022,0.026,0.022,0.020,0.018
"Lesotho","Africa","LSO","National","LSOt","Total",0.033,0.042,0.025,0.039,0.032,0.036,0.044,0.039,0.037,0.033,0.042,0.041,0.037,0.031,0.037,0.035,0.043,0.030,0.031,0.033,0.036,0.035,0.033,0.029,0.033,0.025,0.034,0.031,0.029,0.026,0.039,0.041,0.043
"Liberia","Africa","LBR","National","LBRt","Total",0.078,0.078,0.075,0.082,0.075,0.086,0.086,0.075,0.083,0.076,0.073,0.080,0.085,0.087,0.085,0.086,0.082,0.085,0.085,0.069,0.090,0.076,0.078,0.075,0.084,0.075,0.080,0.093,0.093,0.097,0.078,0.091,0.084
"Libya","Africa","LBY","National","LBYt","Total",0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.001
"Liechtenstein","Europe","LIE","National","LIEt","Total",0.059,0.057,0.059,0.062,0.061,0.068,0.061,0.057,0.061,0.080,0.071,0.074,0.068,0.047,0.057,0.059,0.057,0.065,0.065,0.061,0.065,0.059,0.068,0.061,0.062,0.057,0.065,0.066,0.052,0.065,0.060,0.064,0.054
"Lithuania","Europe","LTU","National","LTUt","Total",0.029,0.022,0.023,0.026,0.026,0.026,0.021,0.025,0.030,0.024,0.023,0.027,0.023,0.021,0.026,0.024,0.021,0.027,0.025,0.025,0.029,0.023,0.028,0.023,0.023,0.022,0.028,0.030,0.019,0.021,0.023,0.027,0.026
"Luxembourg","Europe","LUX","National","LUXt","Total",0.029,0.022,0.028,0.030,0.032,0.034,0.024,0.029,0.031,0.032,0.035,0.034,0.032,0.024,0.026,0.024,0.029,0.033,0.032,0.029,0.030,0.025,0.033,0.032,0.031,0.026,0.032,0.029,0.026,0.032,0.030,0.036,0.031
"Madagascar","Africa","MDG","National","MDGt","Total",0.042,0.046,0.043,0.046,0.056,0.050,0.050,0.053,0.052,0.039,0.050,0.045,0.053,0.054,0.056,0.045,0.042,0.059,0.051,0.050,0.048,0.049,0.054,0.046,0.049,0.062,0.045,0.050,0.051,0.052,0.047,0.040,0.050
"Malawi","Africa","MWI","National","MWIt","Total",0.033,0.041,0.028,0.039,0.033,0.035,0.041,0.052,0.034,0.040,0.047,0.042,0.039,0.043,0.044,0.029,0.043,0.047,0.040,0.041,0.041,0.037,0.041,0.041,0.041,0.039,0.036,0.045,0.042,0.050,0.039,0.039,0.051
"Malaysia","Asia/Pacific","MYS","National","MYSt","Total",0.072,0.085,0.075,0.088,0.079,0.093,0.087,0.076,0.083,0.092,0.087,0.087,0.065,0.072,0.067,0.071,0.084,0.096,0.098,0.086,0.089,0.090,0.091,0.086,0.088,0.077,0.075,0.094,0.085,0.071,0.087,0.087,0.094
"Mali","Africa","MLI","National","MLIt","Total",0.016,0.018,0.017,0.016,0.022,0.018,0.016,0.016,0.017,0.019,0.016,0.014,0.015,0.019,0.013,0.015,0.015,0.015,0.017,0.016,0.019,0.014,0.017,0.015,0.014,0.016,0.016,0.014,0.017,0.018,0.019,0.013,0.016
"Mauritania","Africa","MRT","National","MRTt","Total",0.003,0.003,0.002,0.004,0.005,0.005,0.003,0.004,0.004,0.004,0.005,0.003,0.002,0.006,0.003,0.004,0.003,0.003,0.004,0.004,0.006,0.003,0.004,0.004,0.002,0.004,0.003,0.002,0.003,0.003,0.004,0.002,0.005
"Mauritius","Africa","MUS","National","MUSt","Total",0.031,0.034,0.032,0.029,0.031,0.046,0.033,0.031,0.033,0.020,0.031,0.028,0.036,0.037,0.035,0.042,0.038,0.038,0.042,0.038,0.031,0.032,0.035,0.035,0.037,0.044,0.033,0.037,0.047,0.041,0.040,0.028,0.035
"Mexico","America","MEX","National","MEXt","Total",0.035,0.035,0.037,0.033,0.028,0.034,0.032,0.033,0.032,0.031,0.029,0.030,0.030,0.031,0.030,0.030,0.033,0.033,0.035,0.029,0.037,0.030,0.030,0.039,0.035,0.035,0.034,0.033,0.034,0.030,0.031,0.034,0.030
"Micronesia (Federated States of)","Asia/Pacific","FSM","National","FSMt","Total",0.101,0.112,0.074,0.132,0.109,0.101,0.117,0.103,0.070,0.114,0.124,0.115,0.126,0.120,0.119,0.118,0.108,0.110,0.115,0.110,0.100,0.136,0.115,0.100,0.116,0.111,0.086,0.117,0.117,0.112,0.115,0.125,0.141
"Moldova","Europe","MDA","National","MDAt","Total",0.015,0.023,0.017,0.019,0.015,0.021,0.024,0.023,0.020,0.020,0.018,0.021,0.019,0.016,0.019,0.021,0.018,0.017,0.021,0.015,0.024,0.014,0.018,0.021,0.019,0.016,0.021,0.019,0.016,0.015,0.015,0.020,0.014
"Monaco","Europe","MCO","National","MCOt","Total",0.020,0.026,0.025,0.028,0.028,0.025,0.036,0.020,0.020,0.026,0.034,0.019,0.033,0.019,0.022,0.021,0.022,0.014,0.033,0.032,0.035,0.027,0.030,0.038,0.041,0.023,0.028,0.019,0.041,0.034,0.025,0.019,0.018
"Mongolia","Asia/Pacific","MNG","National","MNGt","Total",0.013,0.011,0.010,0.012,0.012,0.010,0.009,0.009,0.012,0.010,0.009,0.009,0.009,0.011,0.009,0.008,0.008,0.008,0.009,0.008,0.009,0.009,0.010,0.009,0.009,0.009,0.010,0.008,0.010,0.009,0.010,0.011,0.008
"Monte Negro","Europe","MNE","National","MNEt","Total",0.048,0.056,0.048,0.047,0.044,0.063,0.073,0.045,0.055,0.060,0.051,0.059,0.059,0.052,0.072,0.066,0.051,0.053,0.055,0.068,0.085,0.035,0.056,0.070,0.068,0.043,0.067,0.052,0.062,0.061,0.054,0.062,0.060
"Morocco","Africa","MAR","National","MARt","Total",0.011,0.013,0.009,0.011,0.009,0.011,0.020,0.014,0.009,0.010,0.010,0.008,0.012,0.014,0.010,0.008,0.012,0.009,0.014,0.014,0.018,0.013,0.011,0.011,0.013,0.010,0.011,0.007,0.016,0.009,0.009,0.010,0.008
"Mozambique","Africa","MOZ","National","MOZt","Total",0.024,0.028,0.020,0.027,0.022,0.024,0.030,0.035,0.029,0.034,0.040,0.034,0.023,0.028,0.029,0.021,0.028,0.032,0.025,0.025,0.027,0.025,0.025,0.028,0.030,0.025,0.023,0.032,0.027,0.031,0.026,0.027,0.031
"Myanmar","Asia/Pacific","MMR","National","MMRt","Total",0.083,0.086,0.074,0.076,0.088,0.079,0.082,0.077,0.067,0.085,0.081,0.077,0.081,0.076,0.076,0.078,0.082,0.087,0.088,0.080,0.072,0.087,0.081,0.081,0.071,0.078,0.077,0.080,0.084,0.074,0.068,0.074,0.073
"Namibia","Africa","NAM","National","NAMt","Total",0.015,0.017,0.008,0.015,0.012,0.010,0.011,0.017,0.011,0.014,0.014,0.016,0.013,0.012,0.016,0.014,0.022,0.008,0.019,0.018,0.017,0.025,0.017,0.011,0.015,0.009,0.011,0.018,0.013,0.009,0.016,0.017,0.013
"Nepal","Asia/Pacific","NPL","National","NPLt","Total",0.074,0.059,0.052,0.069,0.059,0.071,0.069,0.065,0.075,0.067,0.071,0.062,0.068,0.072,0.063,0.060,0.058,0.081,0.072,0.061,0.072,0.074,0.065,0.074,0.064,0.061,0.071,0.069,0.071,0.073,0.082,0.085,0.070
"Netherlands","Europe","NLD","National","NLDt","Total",0.026,0.023,0.028,0.032,0.030,0.026,0.021,0.024,0.037,0.030,0.032,0.033,0.032,0.022,0.029,0.027,0.027,0.032,0.029,0.027,0.028,0.027,0.032,0.026,0.029,0.029,0.026,0.030,0.022,0.029,0.028,0.033,0.027
"New Zealand","Asia/Pacific","NZL","National","NZLt","Total",0.047,0.047,0.047,0.043,0.048,0.055,0.052,0.046,0.052,0.045,0.048,0.047,0.047,0.046,0.054,0.042,0.050,0.043,0.047,0.046,0.050,0.052,0.047,0.047,0.047,0.044,0.051,0.050,0.054,0.048,0.043,0.051,0.056
"Nicaragua","America","NIC","National","NICt","Total",0.049,0.042,0.041,0.061,0.042,0.060,0.056,0.046,0.059,0.057,0.044,0.043,0.048,0.048,0.047,0.061,0.049,0.057,0.061,0.049,0.071,0.058,0.048,0.054,0.051,0.049,0.058,0.065,0.052,0.048,0.071,0.047,0.072
"Niger","Africa","NER","National","NERt","Total",0.004,0.007,0.006,0.004,0.007,0.005,0.004,0.005,0.008,0.009,0.004,0.005,0.005,0.006,0.004,0.005,0.005,0.006,0.005,0.004,0.007,0.004,0.007,0.005,0.006,0.006,0.007,0.007,0.006,0.007,0.007,0.004,0.005
"Nigeria","Africa","NGA","National","NGAt","Total",0.046,0.048,0.045,0.045,0.051,0.050,0.046,0.045,0.043,0.051,0.044,0.042,0.046,0.043,0.044,0.042,0.045,0.045,0.046,0.046,0.047,0.044,0.048,0.045,0.050,0.044,0.051,0.046,0.046,0.052,0.042,0.039,0.039
"North Macedonia","Europe","MKD","National","MKDt","Total",0.018,0.022,0.020,0.018,0.019,0.028,0.027,0.021,0.025,0.025,0.016,0.023,0.027,0.024,0.026,0.028,0.026,0.024,0.019,0.031,0.031,0.017,0.024,0.025,0.032,0.026,0.025,0.024,0.029,0.022,0.025,0.029,0.025
"Norway","Europe","NOR","National","NORt","Total",0.051,0.040,0.045,0.039,0.041,0.043,0.033,0.043,0.044,0.045,0.049,0.041,0.038,0.041,0.045,0.045,0.045,0.047,0.045,0.043,0.035,0.053,0.046,0.044,0.046,0.052,0.042,0.049,0.040,0.046,0.053,0.041,0.045
"Oman","Asia/Pacific","OMN","National","OMNt","Total",0.002,0.001,0.003,0.001,0.001,0.004,0.003,0.005,0.001,0.001,0.000,0.000,0.001,0.001,0.001,0.001,0.002,0.003,0.001,0.001,0.002,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.001,0.003
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,0.041,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,0.019,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,0.039,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,0.042,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,0.033,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,0.042,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,0.047,,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,0.017,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,0.036,,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,0.023,,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,0.041,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,0.047,,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,,0.023,,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,,0.039,,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,,,0.020,,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,,,0.043,,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,,,,0.023,,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,,,,0.040,,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,0.020,,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,,,,,0.038,,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,0.023,,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,0.026,,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,,,,,,0.043,,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,0.031,,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020,,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,,,,,
