Country,Continent,ISO_Code,Level,GDLCODE,Region,"1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Finland","Europe","FIN","National","FINt","Total",,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,0.020,,,,,,,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,0.019,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,0.020,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,0.024,,,,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,0.017,,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,0.020,,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,0.017,,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,0.017,,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,0.020,,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,0.028,,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,0.024,,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,0.020,,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,0.019,,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,0.021,,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,0.021,,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,,0.020,,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,,,0.029,,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,,,0.028,,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,,,,0.019,,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,0.019,,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020,,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,
"Finland","Europe","FIN","National","FINt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023
"FInland","Europe","ALA","National","ALAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019
"France","Europe","FRA","National","FRAt","Total",0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,0.070,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,0.057,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,0.044,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,0.046,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,0.038,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,0.027,,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,0.047,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,0.046,,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,0.061,,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,0.063,,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,0.050,,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,0.052,,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,0.052,,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,0.040,,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,0.026,,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,0.051,,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,0.030,,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,0.072,,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,0.064,,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,0.031,,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,0.058,,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,0.027,,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,0.033,,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,0.064,,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,0.057,,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,0.042,,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,0.029,,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,0.049,,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,0.058,,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,0.027,,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,0.049,,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,0.026,,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,,0.026,,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,,0.066,,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,,0.046,,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,,0.033,,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,,,0.047,,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,,,,0.072,,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,,,,0.057,,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,,,,0.030,,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,0.033,,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,,,,,0.058,,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,,,,,0.054,,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,,,,,0.044,,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,0.026,,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,0.063,,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,0.069,,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,0.050,,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030,,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,
"France","Europe","FRA","National","FRAt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028
"France","Europe","GUF","National","GUFt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102
"France","Europe","REU","National","REUt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062
"France","Europe","MYT","National","MYTt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030
"French Polynesia","Asia/Pacific","PYF","National","PYFt","Total",0.043,0.040,0.048,0.043,0.045,0.047,0.042,0.044,0.068,0.039,0.046,0.055,0.040,0.044,0.051,0.047,0.051,0.057,0.038,0.046,0.054,0.032,0.051,0.051,0.054,0.041,0.061,0.055,0.051,0.053,0.045,0.038,0.048
"Gabon","Africa","GAB","National","GABt","Total",0.071,0.067,0.063,0.070,0.074,0.074,0.073,0.071,0.071,0.079,0.070,0.064,0.070,0.071,0.067,0.059,0.067,0.071,0.070,0.068,0.061,0.065,0.070,0.063,0.066,0.062,0.068,0.072,0.072,0.078,0.075,0.072,0.068
"Gambia","Africa","GMB","National","GMBt","Total",0.023,0.022,0.022,0.024,0.028,0.028,0.026,0.022,0.018,0.026,0.024,0.022,0.015,0.023,0.017,0.020,0.019,0.017,0.027,0.025,0.027,0.019,0.027,0.027,0.018,0.023,0.022,0.020,0.023,0.021,0.030,0.024,0.030
"Georgia","Europe","GEO","National","GEOt","Total",0.042,0.041,0.045,0.041,0.041,0.044,0.042,0.045,0.038,0.045,0.035,0.042,0.046,0.041,0.043,0.050,0.046,0.046,0.040,0.044,0.044,0.045,0.041,0.043,0.044,0.041,0.050,0.042,0.043,0.035,0.037,0.044,0.040
"Germany","Europe","DEU","National","DEUt","Total",0.027,0.022,0.026,0.030,0.030,0.029,0.023,0.025,0.032,0.028,0.028,0.032,0.034,0.020,0.027,0.026,0.025,0.033,0.027,0.028,0.031,0.025,0.028,0.028,0.027,0.026,0.026,0.030,0.020,0.027,0.026,0.031,0.026
"Ghana","Africa","GHA","National","GHAt","Total",0.036,0.042,0.036,0.040,0.040,0.041,0.037,0.037,0.033,0.043,0.033,0.031,0.037,0.037,0.032,0.034,0.033,0.037,0.036,0.036,0.038,0.035,0.038,0.032,0.041,0.033,0.040,0.038,0.043,0.044,0.033,0.036,0.036
"Gibraltar","Europe","GIB","National","GIBt","Total",0.026,0.024,0.018,0.025,0.014,0.019,0.044,0.030,0.016,0.018,0.024,0.021,0.021,0.028,0.020,0.016,0.023,0.019,0.030,0.023,0.047,0.024,0.019,0.018,0.017,0.017,0.023,0.016,0.028,0.011,0.019,0.019,0.020
"Greece","Europe","GRC","National","GRCt","Total",0.019,0.024,0.018,0.020,0.024,0.024,0.028,0.023,0.025,0.026,0.017,0.023,0.028,0.029,0.024,0.027,0.024,0.022,0.019,0.031,0.029,0.023,0.028,0.026,0.029,0.028,0.025,0.025,0.029,0.029,0.023,0.029,0.024
"Greenland","America","GRL","National","GRLt","Total",0.014,0.015,0.014,0.014,0.013,0.013,0.017,0.016,0.013,0.015,0.015,0.015,0.015,0.016,0.015,0.016,0.013,0.014,0.016,0.012,0.014,0.013,0.015,0.015,0.016,0.014,0.015,0.016,0.015,0.013,0.015,0.016,0.017
"Grenada","America","GRD","National","GRDt","Total",0.036,0.038,0.035,0.036,0.031,0.039,0.042,0.034,0.047,0.043,0.044,0.041,0.038,0.040,0.051,0.057,0.041,0.044,0.044,0.037,0.052,0.056,0.045,0.039,0.035,0.031,0.040,0.051,0.038,0.032,0.036,0.036,0.049
"Guatemala","America","GTM","National","GTMt","Total",0.061,0.053,0.060,0.062,0.048,0.075,0.066,0.063,0.071,0.068,0.058,0.054,0.053,0.057,0.055,0.070,0.068,0.061,0.068,0.052,0.075,0.069,0.056,0.067,0.063,0.057,0.054,0.064,0.055,0.053,0.074,0.055,0.070
"Guinea","Africa","GIN","National","GINt","Total",0.061,0.062,0.065,0.067,0.069,0.060,0.062,0.058,0.058,0.064,0.064,0.058,0.055,0.064,0.059,0.063,0.056,0.059,0.061,0.061,0.063,0.056,0.065,0.056,0.057,0.062,0.063,0.062,0.067,0.066,0.067,0.058,0.063
"Guinea Bissau","Africa","GNB","National","GNBt","Total",0.043,0.046,0.042,0.044,0.046,0.045,0.043,0.042,0.039,0.050,0.046,0.047,0.033,0.049,0.039,0.040,0.036,0.037,0.048,0.043,0.048,0.038,0.050,0.047,0.037,0.055,0.052,0.042,0.055,0.042,0.062,0.044,0.053
"Guyana","America","GUY","National","GUYt","Total",0.072,0.058,0.052,0.064,0.059,0.054,0.067,0.057,0.065,0.067,0.072,0.054,0.072,0.060,0.064,0.067,0.076,0.077,0.074,0.058,0.077,0.075,0.079,0.074,0.066,0.065,0.074,0.078,0.079,0.070,0.072,0.092,0.092
"Haiti","America","HTI","National","HTIt","Total",0.033,0.023,0.029,0.033,0.028,0.029,0.034,0.022,0.033,0.033,0.023,0.027,0.025,0.030,0.027,0.039,0.029,0.038,0.034,0.027,0.041,0.035,0.036,0.027,0.024,0.021,0.037,0.038,0.025,0.029,0.027,0.026,0.025
"Honduras","America","HND","National","HNDt","Total",0.059,0.047,0.048,0.061,0.042,0.065,0.065,0.051,0.067,0.068,0.051,0.051,0.049,0.058,0.051,0.069,0.060,0.058,0.068,0.050,0.069,0.064,0.052,0.057,0.057,0.051,0.054,0.066,0.052,0.046,0.069,0.049,0.063
"Hungary","Europe","HUN","National","HUNt","Total",0.018,0.022,0.019,0.019,0.019,0.025,0.026,0.020,0.026,0.030,0.017,0.024,0.022,0.016,0.025,0.027,0.021,0.022,0.021,0.023,0.034,0.015,0.019,0.026,0.029,0.020,0.026,0.023,0.023,0.024,0.024,0.020,0.020
